RecordID,NPA,NXX,LATA,RateCenterName ,WireCenterName,WireCenterCity,State,ZipCode1,ZipCode2,ZipCode3,FIPSCode ,Latitude,Longitude
221,213,512,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
222,213,513,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90005,06037,34.0587,-118.2822
223,213,514,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
224,213,516,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
225,213,518,730,LACZ 7,SHERMAN OAKS,LOS ANGELES,CA,90015,90079,90014,06037,34.0333,-118.2650
226,213,519,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
227,213,520,730,LACZ 14,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
228,213,522,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
229,213,523,730,LACZ 7,LOS ANGELES,LOS ANGELES,CA,90015,90079,90014,06037,34.0333,-118.2650
230,213,524,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
231,213,527,730,LACZ 10,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
232,213,528,730,LACZ 2,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
233,213,529,730,LACZ 10,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
234,213,531,730,LACZ 10,IRVINE,LOS ANGELES,CA,90015,90014,90071,06037,34.0372,-118.2586
235,213,532,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
236,213,533,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
237,213,534,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90014,90079,90071,06037,34.0462,-118.2568
238,213,536,730,LACZ 7,ANAHEIM-LEMON,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
239,213,537,730,LACZ 1,IRVINE,LOS ANGELES,CA,90014,90079,90071,06037,34.0462,-118.2568
240,213,538,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
241,213,542,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90017,90071,90015,06037,34.0521,-118.2668
242,213,543,730,LACZ 3,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
243,213,544,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
244,213,545,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90017,90071,90014,06037,34.0514,-118.2613
245,213,546,730,LACZ 6,LOS ANGELES,LOS ANGELES,CA,90001,90002,90058,06037,33.9732,-118.2313
246,213,549,730,LACZ 7,LOS ANGELES,LOS ANGELES,CA,90015,90079,90014,06037,34.0333,-118.2650
247,213,550,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90017,90071,90015,06037,34.0521,-118.2668
248,213,551,730,LACZ 7,LOS ANGELES,LOS ANGELES,CA,90015,90079,90014,06037,34.0333,-118.2650
249,213,553,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
250,213,554,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90005,06037,34.0587,-118.2822
251,213,556,730,LACZ 9,LOS ANGELES,LOS ANGELES,CA,90003,90044,90047,06037,33.9767,-118.2930
252,213,557,730,LACZ 9,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
253,213,558,730,LACZ 12,LOS ANGELES,LOS ANGELES,CA,90062,90043,90008,06037,33.9989,-118.3220
254,213,559,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
255,213,561,730,LACZ 7,LOS ANGELES,LOS ANGELES,CA,90015,90079,90014,06037,34.0333,-118.2650
256,213,562,730,LACZ 4,GARDENA,LOS ANGELES,CA,90031,90033,90012,06037,34.0737,-118.2178
257,213,566,730,LACZ 11,LOS ANGELES,LOS ANGELES,CA,90018,90006,90007,06037,34.0343,-118.3093
258,213,567,730,LACZ 2,LOS ANGELES,LOS ANGELES,CA,90029,90027,90004,06037,34.0924,-118.2922
259,213,568,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90005,06037,34.0587,-118.2822
260,213,569,730,LACZ 9,LOS ANGELES,LOS ANGELES,CA,90003,90044,90047,06037,33.9767,-118.2930
261,213,570,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
262,213,572,730,LACZ 1,BELLFLOWER,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
263,213,573,730,LACZ 3,LOS ANGELES,LOS ANGELES,CA,90042,90041,90065,06037,34.1175,-118.1979
264,213,575,730,LACZ 5,LOS ANGELES,LOS ANGELES,CA,90023,90063,90033,06037,34.0341,-118.1979
265,213,576,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
266,213,577,730,LACZ 4,LOS ANGELES,LOS ANGELES,CA,90031,90033,90012,06037,34.0737,-118.2178
267,213,580,730,LACZ 1,LOS ANGELES-UNION,LOS ANGELES,CA,90057,90017,90026,06037,34.0656,-118.2641
268,213,582,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90005,06037,34.0587,-118.2822
269,213,583,730,LACZ 13,LOS ANGELES,LOS ANGELES,CA,90036,90019,90038,06037,34.0662,-118.3420
270,213,584,730,LACZ 4,GARDENA,LOS ANGELES,CA,90031,90033,90012,06037,34.0737,-118.2178
271,213,585,730,LACZ 3,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
272,213,587,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
273,213,588,730,LACZ 14,LOS ANGELES,LOS ANGELES,CA,90028,90038,90068,06037,34.1010,-118.3239
274,213,589,730,LACZ 14,LOS ANGELES,LOS ANGELES,CA,90028,90038,90068,06037,34.1010,-118.3239
275,213,592,730,LACZ 3,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
276,213,593,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
277,213,594,730,LACZ 6,LOS ANGELES,LOS ANGELES,CA,90001,90002,90058,06037,33.9732,-118.2313
278,213,596,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90017,90071,90015,06037,34.0521,-118.2668
279,213,597,730,LACZ 13,LOS ANGELES,LOS ANGELES,CA,90036,90019,90038,06037,34.0662,-118.3420
280,213,599,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
281,213,600,730,LACZ 10,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
282,213,602,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
283,213,603,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
284,213,604,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
285,213,607,730,LACZ 1,SANTA ANA,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
286,213,608,730,LACZ 7,LONG BEACH-LAKEWOOD,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
287,213,609,730,LACZ 9,IRVINE,LOS ANGELES,CA,90003,90044,90047,06037,33.9767,-118.2930
288,213,612,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
289,213,613,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
290,213,614,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
291,213,615,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
292,213,616,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90017,06037,34.0587,-118.2822
293,213,617,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
294,213,618,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
295,213,620,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
296,213,621,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
297,213,622,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
298,213,623,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
299,213,624,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
300,213,625,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
301,213,626,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
302,213,627,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
303,213,628,730,LACZ 1,ANAHEIM-LEMON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
304,213,629,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
305,213,630,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
306,213,631,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
307,213,632,730,LACZ 10,BELLFLOWER,LOS ANGELES,CA,90057,90006,90017,06037,34.0587,-118.2822
308,213,633,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
309,213,634,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
310,213,637,730,LACZ 10,LOS ANGELES-RAMPART,LOS ANGELES,CA,90057,90006,90017,06037,34.0587,-118.2822
311,213,639,730,LACZ 10,LOS ANGELES-RAMPART,LOS ANGELES,CA,90057,90006,90017,06037,34.0587,-118.2822
312,213,640,730,LACZ 10,IRVINE,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
313,213,641,730,LACZ 13,LOS ANGELES,LOS ANGELES,CA,90036,90019,90038,06037,34.0662,-118.3420
314,213,642,730,LACZ 14,LOS ANGELES,LOS ANGELES,CA,90028,90038,90068,06037,34.1010,-118.3239
315,213,643,730,LACZ 4,LOS ANGELES,LOS ANGELES,CA,90031,90033,90012,06037,34.0737,-118.2178
316,213,644,730,LACZ 14,LOS ANGELES,LOS ANGELES,CA,90028,90038,90068,06037,34.1010,-118.3239
317,213,645,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90005,06037,34.0587,-118.2822
318,213,646,730,LACZ 5,LOS ANGELES,LOS ANGELES,CA,90023,90063,90033,06037,34.0341,-118.1979
319,213,647,730,LACZ 3,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
320,213,648,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
321,213,649,730,LACZ 11,LOS ANGELES,LOS ANGELES,CA,90018,90006,90007,06037,34.0343,-118.3093
322,213,650,730,LACZ 9,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
323,213,652,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
324,213,655,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
325,213,660,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90014,90079,90071,06037,34.0462,-118.2568
326,213,663,730,LACZ 7,LOS ANGELES,LOS ANGELES,CA,90015,90079,90014,06037,34.0333,-118.2650
327,213,666,730,LACZ 1,IRVINE,LOS ANGELES,CA,90017,90071,90014,06037,34.0514,-118.2613
328,213,667,730,LACZ 3,LOS ANGELES,LOS ANGELES,CA,90042,90041,90065,06037,34.1175,-118.1979
329,213,668,730,LACZ 5,LOS ANGELES,LOS ANGELES,CA,90023,90063,90033,06037,34.0341,-118.1979
330,213,669,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
331,213,670,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
332,213,672,730,LACZ 6,LOS ANGELES,LOS ANGELES,CA,90001,90002,90058,06037,33.9732,-118.2313
333,213,673,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
334,213,674,730,LACZ 10,ANAHEIM-LEMON,LOS ANGELES,CA,90014,90079,90071,06037,34.0462,-118.2568
335,213,677,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
336,213,679,730,LACZ 14,LONG BEACH-LAKEWOOD,LOS ANGELES,CA,90028,90038,90068,06037,34.1010,-118.3239
337,213,680,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
338,213,681,730,LACZ 7,IRVINE,LOS ANGELES,CA,90015,90079,90014,06037,34.0333,-118.2650
339,213,682,730,LACZ 9,LOS ANGELES,LOS ANGELES,CA,90003,90044,90047,06037,33.9767,-118.2930
340,213,683,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
341,213,687,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
342,213,688,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
343,213,689,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
344,213,693,730,LACZ 14,LOS ANGELES,LOS ANGELES,CA,90028,90038,90068,06037,34.1010,-118.3239
345,213,694,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
346,213,699,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90014,90079,90071,06037,34.0462,-118.2568
347,213,712,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
348,213,714,730,LACZ 3,LOS ANGELES,LOS ANGELES,CA,90042,90041,90065,06037,34.1175,-118.1979
349,213,722,730,LACZ 5,LOS ANGELES,LOS ANGELES,CA,90023,90063,90033,06037,34.0341,-118.1979
350,213,723,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
351,213,725,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
352,213,726,730,LACZ 13,LOS ANGELES,LOS ANGELES,CA,90036,90019,90038,06037,34.0662,-118.3420
353,213,727,730,LACZ 8,LOS ANGELES,LOS ANGELES,CA,90011,90037,90001,06037,34.0010,-118.2659
354,213,732,730,LACZ 12,LOS ANGELES,LOS ANGELES,CA,90062,90043,90008,06037,33.9989,-118.3220
355,213,733,730,LACZ 14,LOS ANGELES,LOS ANGELES,CA,90028,90038,90068,06037,34.1010,-118.3239
356,213,736,730,LACZ 10,LOS ANGELES-RAMPART,LOS ANGELES,CA,90057,90006,90017,06037,34.0587,-118.2822
357,213,737,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
358,213,738,730,LACZ 10,LOS ANGELES-RAMPART,LOS ANGELES,CA,90057,90006,90017,06037,34.0587,-118.2822
359,213,739,730,LACZ 10,LOS ANGELES-RAMPART,LOS ANGELES,CA,90057,90006,90017,06037,34.0587,-118.2822
360,213,740,730,LACZ 7,LOS ANGELES-USC OLIN HALL,LOS ANGELES,CA,90007,90037,90018,06037,34.0225,-118.2894
361,213,741,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
362,213,742,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
363,213,743,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
364,213,744,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
365,213,745,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
366,213,746,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
367,213,747,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
368,213,748,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
369,213,749,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
370,213,751,730,LACZ 13,LONG BEACH-LAKEWOOD,LOS ANGELES,CA,90036,90019,90038,06037,34.0662,-118.3420
371,213,755,730,LACZ 8,LOS ANGELES,LOS ANGELES,CA,90011,90037,90001,06037,34.0010,-118.2659
372,213,758,730,LACZ 2,LOS ANGELES,LOS ANGELES,CA,90029,90027,90004,06037,34.0924,-118.2922
373,213,761,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
374,213,763,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
375,213,764,730,LACZ 7,LOS ANGELES-USC OLIN HALL,LOS ANGELES,CA,90007,90037,90018,06037,34.0225,-118.2894
376,213,765,730,LACZ 7,LOS ANGELES-RICHMOND,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
377,213,766,730,LACZ 7,LOS ANGELES,LOS ANGELES,CA,90015,90079,90014,06037,34.0333,-118.2650
378,213,769,730,LACZ 10,LOS ANGELES-MADISON,LOS ANGELES,CA,90017,90071,90015,06037,34.0521,-118.2668
379,213,770,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
380,213,772,730,LACZ 2,LOS ANGELES,LOS ANGELES,CA,90029,90027,90004,06037,34.0924,-118.2922
381,213,776,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
382,213,777,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
383,213,779,730,LACZ 6,LOS ANGELES-MADISON,LOS ANGELES,CA,90001,90002,90058,06037,33.9732,-118.2313
384,213,782,730,LACZ 14,LOS ANGELES,LOS ANGELES,CA,90028,90038,90068,06037,34.1010,-118.3239
385,213,784,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
386,213,785,730,LACZ 1,IRVINE,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
387,213,786,730,LACZ 4,LOS ANGELES,LOS ANGELES,CA,90031,90033,90012,06037,34.0737,-118.2178
388,213,787,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
389,213,788,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
390,213,789,730,LACZ 2,GARDENA,LOS ANGELES,CA,90029,90027,90004,06037,34.0924,-118.2922
391,213,792,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
392,213,793,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
393,213,797,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
394,213,798,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
395,213,799,730,LACZ 7,LOS ANGELES,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
396,213,800,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
397,213,802,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
398,213,805,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
399,213,806,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
400,213,807,730,LACZ 10,LOS ANGELES-MADISON,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
401,213,808,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
402,213,810,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
403,213,814,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
404,213,816,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90014,90071,90017,06037,34.0462,-118.2568
405,213,817,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
406,213,818,730,LACZ 6,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
407,213,821,730,LACZ 7,LOS ANGELES-USC OLIN HALL,LOS ANGELES,CA,90007,90037,90018,06037,34.0225,-118.2894
408,213,822,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
409,213,823,730,LACZ 13,LOS ANGELES,LOS ANGELES,CA,90036,90019,90038,06037,34.0662,-118.3420
410,213,830,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
411,213,832,730,LACZ 12,LOS ANGELES,LOS ANGELES,CA,90062,90043,90008,06037,33.9989,-118.3220
412,213,833,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
413,213,835,730,LACZ 10,LOS ANGELES-MADISON,LOS ANGELES,CA,90017,90071,90014,06037,34.0514,-118.2613
414,213,836,730,LACZ 2,LOS ANGELES,LOS ANGELES,CA,90029,90027,90004,06037,34.0924,-118.2922
415,213,837,730,LACZ 9,LOS ANGELES,LOS ANGELES,CA,90003,90044,90047,06037,33.9767,-118.2930
416,213,839,730,LACZ 7,IRVINE,LOS ANGELES,CA,90005,90010,90020,06037,34.0614,-118.3039
417,213,844,730,LACZ 9,LOS ANGELES,LOS ANGELES,CA,90003,90044,90047,06037,33.9767,-118.2930
418,213,847,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
419,213,855,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90005,06037,34.0587,-118.2822
420,213,858,730,LACZ 10,IRVINE,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
421,213,861,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
422,213,863,730,LACZ 7,LOS ANGELES,LOS ANGELES,CA,90017,90071,90015,06037,34.0521,-118.2668
423,213,866,730,LACZ 3,LOS ANGELES,LOS ANGELES,CA,90042,90041,90065,06037,34.1175,-118.1979
424,213,867,730,LACZ 7,LONG BEACH-LAKEWOOD,LOS ANGELES,CA,90015,90014,90007,06037,34.0333,-118.2650
425,213,868,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
426,213,871,730,LACZ 11,LOS ANGELES,LOS ANGELES,CA,90018,90006,90007,06037,34.0343,-118.3093
427,213,873,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
428,213,877,730,LACZ 9,LOS ANGELES,LOS ANGELES,CA,90003,90044,90047,06037,33.9767,-118.2930
429,213,878,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90014,90079,90071,06037,34.0462,-118.2568
430,213,884,730,LACZ 10,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
431,213,886,730,LACZ 3,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
432,213,887,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90005,06037,34.0587,-118.2822
433,213,888,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90057,90006,90017,06037,34.0587,-118.2822
434,213,889,730,LACZ 9,LOS ANGELES,LOS ANGELES,CA,90003,90044,90047,06037,33.9767,-118.2930
435,213,891,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
436,213,892,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
437,213,893,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
438,213,894,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
439,213,895,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
440,213,896,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
441,213,897,730,LACZ 1,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
442,213,898,730,LACZ 5,LOS ANGELES,LOS ANGELES,CA,90023,90063,90033,06037,34.0341,-118.1979
443,213,900,730,LACZ 10,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
444,213,901,730,LACZ 1,LOS ANGELES,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
445,213,905,730,LACZ 7,LOS ANGELES-MADISON,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
446,213,908,730,LACZ 10,LOS ANGELES-RAMPART,LOS ANGELES,CA,90071,90013,90014,06037,34.0500,-118.2505
